BEGIN
                name                 |   str   
 Aleksandar Jankovic                 |    0.21
 Cheyenne Ziegler                    |    0.21
 Roland Bakonyi                      |    0.21
 Seita Shimamiya                     |    0.21
 James Mtanga                        |    0.21
 Roman Rafael Gavilan                |    0.21
 J Soul Shogo                        |    0.21
 Borjan Fistonic                     |    0.21
 Khosrow Minoo                       |    0.21
 Hikaru Komori                       |    0.21
 Rezvan Khasmafkan                   |    0.21
 Akinori Kubota                      |    0.21
 Hayata Komen                        |    0.21
 Pornsak Chomram                     |    0.21
 Montez Allen Jr                     |    0.21
 Lesley Hope                         |    0.21
 Armands Jeksevics                   |    0.21
 Cesar Eduardo Pozzo                 |    0.21
 Muslim Benkacimi                    |    0.21
 Darryl Fields                       |    0.21
 Wilson Bosiko                       |    0.21
 Ricardo Almeyda                     |    0.21
 Tomohiro Iwasaki                    |    0.21
 Hector Cansdales                    |    0.21
 Darius Shorter                      |    0.21
 Garry Rojo                          |    0.21
 Eric Pata                           |    0.21
 Vasile Sandu                        |    0.21
 Shunsuke Iwasaki                    |    0.21
 Yoshikazu Tanabe                    |    0.21
 Durong Sor Vorasing                 |    0.21
 Juan Carlos Santiago                |    0.21
 Alex Petrosian                      |    0.21
 Saddam Barambangan                  |    0.21
 Albertino Mota Pinheiro             |    0.21
 Eden McGrath                        |    0.21
 Elmer Rivera                        |    0.21
 Tadashi Nunoya                      |    0.20
 Zeatuo Lyon                         |    0.20
 Mark Clevenger                      |    0.20
 Michael Traut                       |    0.20
 Bongani Ndlaku                      |    0.20
 Hector Oscar Nunez                  |    0.20
 Changsuk Nonphitayakhom             |    0.20
 Mirko Crnovic                       |    0.20
 Luis Fernandez                      |    0.20
 Leonardo Reyes                      |    0.20
 Gabor Farkas                        |    0.20
 Leudis Alejos                       |    0.20
 Rustem Abdinanov                    |    0.20
 Lui Guivalu                         |    0.20
 Sean Quinnett                       |    0.20
 Tomohiro Tatani                     |    0.20
 Sebastian Wywalec                   |    0.20
 Prabpram Sithsaithong               |    0.20
 Tadao Iwaya                         |    0.20
 Carl Wilson                         |    0.20
 Francisco Salas                     |    0.20
 Kakha Toklikishvili                 |    0.20
 James Stewart                       |    0.20
 Quincy Wesby                        |    0.20
 Deividas Sajauka                    |    0.20
 Milan Cikos                         |    0.20
 Roger Willis                        |    0.20
 Cesar Luevanos                      |    0.20
 Yoni Tuyub                          |    0.20
 Dan Blackwell                       |    0.20
 Antonio Gonzales                    |    0.20
 Pedro Dominguez                     |    0.20
 Jen Yu Jia                          |    0.20
 Patrick Chaffin                     |    0.20
 Buriboy Abdurahmanov                |    0.20
 Damian Taggart                      |    0.20
 Iain Jackson                        |    0.20
 Patrick Thomas                      |    0.20
 Hector Lopez                        |    0.20
 Tyshae Ferguson                     |    0.20
 Robert Grezi                        |    0.20
 Santiago Gudino                     |    0.20
 Cesar Montemayor                    |    0.20
 Joseph Adu                          |    0.20
 Sefanaia Vakacegu                   |    0.20
 Cristian Ruben Blanco               |    0.20
 Jose Luis Vivas                     |    0.20
 Toshihiko Ogata                     |    0.20
 Petchjah Sithphasean                |    0.20
 Leo Garcia                          |    0.20
 Laszlo Jambrik                      |    0.20
 Travis Gill                         |    0.20
 Michael Dan                         |    0.20
 Jason Agosto                        |    0.20
 Danijel Samardzic                   |    0.20
 Milos Dovedan                       |    0.20
 Derek Hyatt                         |    0.20
 Luis Solorzano                      |    0.20
 Shamar Davis                        |    0.20
 Jose Carlos Nascimento              |    0.20
 Ramey Gray                          |    0.20
 Aprilito Agcopra                    |    0.20
 Ivan Moreno                         |    0.20
 Javier Lopez                        |    0.20
 Aliaksandr Abramenka                |    0.20
 Robert Mendano                      |    0.20
 Jeff Otimbio                        |    0.20
 Roy Albaera                         |    0.20
 Wilson Hurtado                      |    0.20
 Alejandro Ezqueda                   |    0.20
 Stephano Lameck                     |    0.20
 Hector Garza                        |    0.20
 Ismael Campos                       |    0.20
 Jessie MacMillan                    |    0.20
 Travis Barton                       |    0.20
 Jesse Vice                          |    0.20
 Zoltan Somosi                       |    0.20
 Jose Luis Arreola                   |    0.20
 Carlos Rodriguez                    |    0.20
 Sergo Arevian                       |    0.20
 Luis Luzanilla                      |    0.20
 Alan Gonzalez                       |    0.20
 Juan Antonio Rivera                 |    0.20
 Dmitrijs Gavrilovs                  |    0.20
 Roel Aparece                        |    0.20
 Ruben Molina                        |    0.20
 Masahiro Fuse                       |    0.20
 Ruben Porras                        |    0.20
 Joel Hecotibo                       |    0.20
 Omar Rivera                         |    0.20
 Jonathan Sanudo                     |    0.20
 Romando Papsadora                   |    0.20
 Ismael Montemayor                   |    0.20
 Jason Vera                          |    0.20
 Junya Mishima                       |    0.20
 Noe Valencia                        |    0.20
 Oscar Talla                         |    0.20
 Aron Csipak                         |    0.20
 Jonathan Ramirez Mariscal           |    0.19
 Lee Kellett                         |    0.19
 Jeffrey Garcia                      |    0.19
 Donnie Davis                        |    0.19
 Chris Rehu                          |    0.19
 Goran Dinic                         |    0.19
 Shoei Oshiro                        |    0.19
 Jose de la Rosa                     |    0.19
 Radhelci Castillo                   |    0.19
 Leon Valusaga                       |    0.19
 Valters Meiris                      |    0.19
 Bartosz Szwarczynski                |    0.19
 Nicolas Bustos                      |    0.19
 Zhang Yi Feng                       |    0.19
 Malcolm Terry                       |    0.19
 Wilfredo Abel Tapia                 |    0.19
 Adones Alicos                       |    0.19
 Ulises Jimenez                      |    0.19
 Yoshiki Tatsukami                   |    0.19
 Jorge Garcia                        |    0.19
 Victor Valencia                     |    0.19
 Carlos Alpizar                      |    0.19
 Ramon Ochoa                         |    0.19
 Raffy Arpon                         |    0.19
 Ramadhan Munya                      |    0.19
 Keisuke Ogino                       |    0.19
 Julio Nucamendi                     |    0.19
 Jesus Madrigal                      |    0.19
 Abdala Stamili                      |    0.19
 Jomthong Sor Songsaeng              |    0.19
 Antonio Vera                        |    0.19
 Gela Jomardashvili                  |    0.19
 Derek Ntifo                         |    0.19
 Carlos Hernandez                    |    0.19
 Jorge Perez                         |    0.19
